id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
26|जोखिम न्यूनीकरण में 'जोखिम विश्लेषण' (Risk Analysis) का उपयोग क्यों किया जाता है?|यह अनावश्यक है|शमन उपायों को प्राथमिकता देने और संसाधनों का कुशलतापूर्वक आवंटन करने के लिए|केवल समस्याएं बढ़ाना|केवल प्रतिक्रिया देना|शमन उपायों को प्राथमिकता देने और संसाधनों का कुशलतापूर्वक आवंटन करने के लिए|AEC-3_U2_T2.2|30
27|जोखिम न्यूनीकरण में 'तकनीकी शमन' (Technological Mitigation) का एक उदाहरण क्या है?|केवल सड़क बनाना|शुरुआती चेतावनी प्रणाली और सैटेलाइट मॉनिटरिंग|केवल पैसा देना|केवल गपशप करना|शुरुआती चेतावनी प्रणाली और सैटेलाइट मॉनिटरिंग|AEC-3_U2_T2.2|30
28|जोखिम न्यूनीकरण को 'सतत विकास' (Sustainable Development) का एक अभिन्न अंग क्यों माना जाता है?|यह अनावश्यक है|विकास परियोजनाओं को आपदाओं से सुरक्षित रखने और उनके दीर्घकालिक प्रभाव को सुनिश्चित करने के लिए|केवल पुराने नियम|केवल विकास को अनदेखा करना|विकास परियोजनाओं को आपदाओं से सुरक्षित रखने और उनके दीर्घकालिक प्रभाव को सुनिश्चित करने के लिए|AEC-3_U2_T2.2|30
29|जोखिम न्यूनीकरण में 'सार्वजनिक-निजी भागीदारी' (Public-Private Partnership) क्यों महत्वपूर्ण है?|केवल पैसा|दोनों क्षेत्रों के संसाधनों, विशेषज्ञता और निवेश का लाभ उठाना|केवल सरकार|केवल निजी|दोनों क्षेत्रों के संसाधनों, विशेषज्ञता और निवेश का लाभ उठाना|AEC-3_U2_T2.2|30
30|जोखिम न्यूनीकरण में 'बीमा' (Insurance) का मुख्य कार्य क्या है?|केवल पैसा कमाना|आपदा के बाद वित्तीय हानि को हस्तांतरित (Transfer) करना और क्षतिपूर्ति प्रदान करना|केवल पुनर्प्राप्ति को रोकना|केवल प्रतिक्रिया बढ़ाना|आपदा के बाद वित्तीय हानि को हस्तांतरित (Transfer) करना और क्षतिपूर्ति प्रदान करना|AEC-3_U2_T2.2|30
31|शमन उपाय किस प्रकार के होते हैं?|केवल प्रतिक्रिया|संरचनात्मक और गैर-संरचनात्मक|केवल तैयारी|केवल पुनर्प्राप्ति|संरचनात्मक और गैर-संरचनात्मक|AEC-3_U2_T2.2|30
32|जोखिम न्यूनीकरण में 'सशक्तिकरण' (Empowerment) का क्या अर्थ है?|केवल पैसा देना|समुदाय को जोखिम प्रबंधन में सक्रिय भूमिका लेने में सक्षम बनाना|केवल कानून तोड़ना|केवल आज्ञा देना|समुदाय को जोखिम प्रबंधन में सक्रिय भूमिका लेने में सक्षम बनाना|AEC-3_U2_T2.2|30
33|जोखिम न्यूनीकरण में 'भेदभावपूर्ण दृष्टिकोण' (Discrimination) से क्यों बचना चाहिए?|यह अनावश्यक है|यह सुनिश्चित करने के लिए कि जोखिम न्यूनीकरण सभी के लिए समान रूप से उपलब्ध हो|केवल एक समूह|केवल पुरुषों के लिए|यह सुनिश्चित करने के लिए कि जोखिम न्यूनीकरण सभी के लिए समान रूप से उपलब्ध हो|AEC-3_U2_T2.2|30
34|भूस्खलन जोखिम न्यूनीकरण के लिए 'ढलान स्थिरीकरण' (Slope Stabilization) किस प्रकार का उपाय है?|गैर-संरचनात्मक|संरचनात्मक शमन|केवल तैयारी|केवल पुनर्प्राप्ति|संरचनात्मक शमन|AEC-3_U2_T2.2|30
35|जोखिम न्यूनीकरण में 'आपदा प्रतिरोध' (Disaster Resilience) का लक्ष्य क्या है?|केवल कमजोर होना|आपदा के झटकों को झेलने और उससे उबरने की क्षमता विकसित करना|केवल भाग जाना|केवल इंतजार करना|आपदा के झटकों को झेलने और उससे उबरने की क्षमता विकसित करना|AEC-3_U2_T2.2|30
36|जोखिम न्यूनीकरण को लागू करने में 'स्थानीय सरकार' (Local Government) की क्या भूमिका है?|केवल देखना|स्थानीय स्तर पर नीतियों और नियमों को लागू करना|केवल केंद्रीय सरकार|केवल निजी क्षेत्र|स्थानीय स्तर पर नीतियों और नियमों को लागू करना|AEC-3_U2_T2.2|30
37|जोखिम न्यूनीकरण में 'भूमि उपयोग योजना' (Land Use Planning) क्यों महत्वपूर्ण है?|यह अनावश्यक है|उच्च जोखिम वाले क्षेत्रों में निर्माण को विनियमित करना|केवल अधिक निर्माण|केवल सजावट|उच्च जोखिम वाले क्षेत्रों में निर्माण को विनियमित करना|AEC-3_U2_T2.2|30
38|जोखिम न्यूनीकरण के लिए 'स्वास्थ्य सुविधाओं' की सुरक्षा क्यों महत्वपूर्ण है?|केवल पैसा बचाना|प्रतिक्रिया और पुनर्प्राप्ति के दौरान चिकित्सा सेवाओं की उपलब्धता सुनिश्चित करना|यह अनावश्यक है|केवल निर्माण|प्रतिक्रिया और पुनर्प्राप्ति के दौरान चिकित्सा सेवाओं की उपलब्धता सुनिश्चित करना|AEC-3_U2_T2.2|30
39|जोखिम न्यूनीकरण में 'जागरूकता अभियान' (Awareness Campaigns) का उपयोग क्यों किया जाता है?|केवल प्रचार|समुदाय को जोखिमों और सुरक्षा उपायों के बारे में शिक्षित करना|केवल झूठ बोलना|केवल मनोरंजन|समुदाय को जोखिमों और सुरक्षा उपायों के बारे में शिक्षित करना|AEC-3_U2_T2.2|30
40|जोखिम न्यूनीकरण के लिए 'स्कूल सुरक्षा' (School Safety) पर ध्यान केंद्रित करना क्यों महत्वपूर्ण है?|केवल बच्चों को डराना|बच्चों को सुरक्षित रखना और उन्हें जोखिम प्रबंधन के बारे में शिक्षित करना|यह अनावश्यक है|केवल छुट्टी देना|बच्चों को सुरक्षित रखना और उन्हें जोखिम प्रबंधन के बारे में शिक्षित करना|AEC-3_U2_T2.2|30
41|शमन उपाय किस प्रकार के जोखिमों पर सबसे अधिक प्रभावी होते हैं?|अचानक जोखिम|दीर्घकालिक, ज्ञात और पुनरावर्ती जोखिम|केवल अज्ञात जोखिम|केवल प्रतिक्रिया जोखिम|दीर्घकालिक, ज्ञात और पुनरावर्ती जोखिम|AEC-3_U2_T2.2|30
42|जोखिम न्यूनीकरण में 'भेद्यता' को कम करने का एक 'कानूनी' तरीका क्या है?|केवल निर्माण|भवन कोड को लागू करना और अतिक्रमण को हटाना|केवल आग लगाना|केवल सूखा|भवन कोड को लागू करना और अतिक्रमण को हटाना|AEC-3_U2_T2.2|30
43|जोखिम न्यूनीकरण में 'शुरुआती चेतावनी प्रणाली' का उद्देश्य क्या है?|केवल मनोरंजन|लोगों को आसन्न खतरे से पहले कार्रवाई करने के लिए समय देना|केवल प्रतिक्रिया बढ़ाना|केवल इंतजार करना|लोगों को आसन्न खतरे से पहले कार्रवाई करने के लिए समय देना|AEC-3_U2_T2.2|30
44|जोखिम न्यूनीकरण में 'ज्ञान प्रबंधन' (Knowledge Management) का क्या महत्व है?|यह अनावश्यक है|आपदा जोखिमों और सफल शमन उपायों पर जानकारी एकत्र करना और साझा करना|केवल गपशप करना|केवल पैसा खर्च करना|आपदा जोखिमों और सफल शमन उपायों पर जानकारी एकत्र करना और साझा करना|AEC-3_U2_T2.2|30
45|जोखिम न्यूनीकरण में 'राजनीतिक प्रतिबद्धता' (Political Commitment) क्यों आवश्यक है?|यह अनावश्यक है|नीतियों के निर्माण और आवश्यक संसाधनों के आवंटन के लिए|केवल सरकार को हटाना|केवल गपशप करना|नीतियों के निर्माण और आवश्यक संसाधनों के आवंटन के लिए|AEC-3_U2_T2.2|30
46|जोखिम न्यूनीकरण के प्रयास 'निवारक' (Preventive) क्यों होने चाहिए?|केवल प्रतिक्रिया|आपदा के बाद प्रतिक्रिया की उच्च लागत से बचने के लिए|केवल पुनर्प्राप्ति|केवल आज्ञा|आपदा के बाद प्रतिक्रिया की उच्च लागत से बचने के लिए|AEC-3_U2_T2.2|30
47|जोखिम न्यूनीकरण में 'अंतर्राष्ट्रीय सहयोग' (International Cooperation) क्यों महत्वपूर्ण है?|केवल पैसा|ज्ञान, तकनीक और सर्वोत्तम प्रथाओं को साझा करना|केवल एक ही देश|केवल गपशप|ज्ञान, तकनीक और सर्वोत्तम प्रथाओं को साझा करना|AEC-3_U2_T2.2|30
48|जोखिम न्यूनीकरण में 'सांस्कृतिक पहलुओं' (Cultural Aspects) पर ध्यान देना क्यों आवश्यक है?|यह अनावश्यक है|समुदाय की मान्यताओं और प्रथाओं के अनुकूल शमन उपाय डिजाइन करने के लिए|केवल एक ही तरीका|केवल कानून|समुदाय की मान्यताओं और प्रथाओं के अनुकूल शमन उपाय डिजाइन करने के लिए|AEC-3_U2_T2.2|30
49|जोखिम न्यूनीकरण में 'जोखिम संचार' (Risk Communication) का लक्ष्य क्या है?|केवल डर फैलाना|जोखिमों, चेतावनियों और शमन उपायों के बारे में जनता को जागरूक करना|केवल झूठ बोलना|केवल मनोरंजन|जोखिमों, चेतावनियों और शमन उपायों के बारे में जनता को जागरूक करना|AEC-3_U2_T2.2|30
50|जोखिम न्यूनीकरण में 'पूर्वानुमान' (Forecasting) और 'चेतावनी' (Warning) का विकास किस उपाय के तहत आता है?|संरचनात्मक शमन|तैयारी (Preparedness)|केवल पुनर्प्राप्ति|केवल प्रतिक्रिया|तैयारी (Preparedness)|AEC-3_U2_T2.2|30
